FMT,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
GPS, 98298188, 0, 3, 221246000, 2252, 18, 0.64, 52.5259474, 13.3143354, 63.3, 0.04123106, 14.03624, -0.097, 0, 1
GPS, 98498171, 0, 3, 221246200, 2252, 18, 0.64, 52.5259475, 13.3143354, 63.29, 0.006403125, 141.3402, -0.014, 0, 1
GPS, 98698152, 0, 3, 221246400, 2252, 18, 0.64, 52.5259476, 13.3143354, 63.28, 0.026, 67.38013, -0.029, 0, 1
GPS, 98877943, 0, 3, 221246600, 2252, 18, 0.64, 52.5259477, 13.3143354, 63.28, 0.008544005, 290.5561, -0.074, 0, 1
GPS, 99098132, 0, 3, 221246800, 2252, 18, 0.64, 52.5259479, 13.3143354, 63.28, 0.03894868, 330.8025, -0.06900001, 0, 1
GPS, 99298150, 0, 3, 221247000, 2252, 18, 0.64, 52.5259479, 13.3143353, 63.27, 0.03104835, 165.0686, -0.07700001, 0, 1
GPS, 99498197, 0, 3, 221247200, 2252, 18, 0.64, 52.525948, 13.3143354, 63.27, 0.03195309, 110.1363, -0.142, 0, 1
GPS, 99698169, 0, 3, 221247400, 2252, 18, 0.64, 52.5259481, 13.3143354, 63.28, 0.03361547, 329.6209, -0.041, 0, 1
GPS, 99898129, 0, 3, 221247600, 2252, 18, 0.64, 52.5259483, 13.3143353, 63.27, 0.02647641, 10.88553, -0.04, 0, 1
GPS, 100098209, 0, 3, 221247800, 2252, 18, 0.64, 52.5259485, 13.3143354, 63.25, 0.03577709, 26.56505, 0.014, 0, 1
GPS, 100277895, 0, 3, 221248000, 2252, 18, 0.64, 52.5259487, 13.3143355, 63.23, 0.02137756, 79.2157, -0.063, 0, 1
GPS, 100498159, 0, 3, 221248200, 2252, 18, 0.64, 52.5259488, 13.3143355, 63.22, 0.02886174, 75.96375, -0.062, 0, 1
GPS, 100698151, 0, 3, 221248400, 2252, 18, 0.64, 52.5259489, 13.3143355, 63.22, 0.005830952, 239.0363, -0.032, 0, 1
GPS, 100898143, 0, 3, 221248600, 2252, 18, 0.64, 52.525949, 13.3143355, 63.22, 0.01104536, 174.8056, -0.032, 0, 1
GPS, 101098180, 0, 3, 221248800, 2252, 18, 0.64, 52.5259491, 13.3143355, 63.21, 0.023, 0, -0.013, 0, 1
GPS, 101298213, 0, 3, 221249000, 2252, 18, 0.64, 52.5259492, 13.3143355, 63.2, 0.02683282, 26.56505, -0.133, 0, 1
GPS, 101498255, 0, 3, 221249200, 2252, 18, 0.64, 52.5259493, 13.3143355, 63.2, 0.03705402, 183.0941, 0.022, 0, 1
GPS, 101677945, 0, 3, 221249400, 2252, 18, 0.64, 52.5259494, 13.3143355, 63.19, 0.02088062, 16.69924, -0.014, 0, 1
GPS, 101898146, 0, 3, 221249600, 2252, 18, 0.64, 52.5259495, 13.3143356, 63.19, 0.003162278, 18.43495, -0.067, 0, 1
GPS, 102098142, 0, 3, 221249800, 2252, 18, 0.64, 52.5259496, 13.3143355, 63.17, 0.004123106, 284.0363, -0.045, 0, 1
GPS, 102298146, 0, 3, 221250000, 2252, 18, 0.64, 52.5259497, 13.3143355, 63.17, 0.01664332, 302.7352, -0.024, 0, 1
GPS, 102498247, 0, 3, 221250200, 2252, 18, 0.64, 52.5259497, 13.3143355, 63.18, 0.03023244, 235.7843, -0.016, 0, 1
GPS, 102698166, 0, 3, 221250400, 2252, 18, 0.64, 52.5259498, 13.3143355, 63.17, 0.01941649, 168.1113, -0.034, 0, 1
GPS, 102898193, 0, 3, 221250600, 2252, 18, 0.64, 52.5259498, 13.3143355, 63.16, 0.02435159, 70.82098, -0.061, 0, 1
GPS, 103077922, 0, 3, 221250800, 2252, 18, 0.64, 52.5259499, 13.3143355, 63.15, 0.02022375, 81.46923, -0.063, 0, 1
GPS, 103298176, 0, 3, 221251000, 2252, 18, 0.64, 52.5259499, 13.3143355, 63.15, 0.02088062, 253.3008, -0.01, 0, 1
GPS, 103498170, 0, 3, 221251200, 2252, 18, 0.64, 52.52595, 13.3143355, 63.15, 0.008602326, 144.4623, 0.002, 0, 1
GPS, 103698167, 0, 3, 221251400, 2252, 18, 0.64, 52.52595, 13.3143355, 63.14, 0.02745906, 123.1113, -0.012, 0, 1
GPS, 103898135, 0, 3, 221251600, 2252, 18, 0.64, 52.52595, 13.3143355, 63.11, 0.01746425, 156.3706, -0.09100001, 0, 1
GPS, 104098208, 0, 3, 221251800, 2252, 18, 0.64, 52.5259499, 13.3143355, 63.12, 0.022, 180, 0.062, 0, 1
GPS, 104298240, 0, 3, 221252000, 2252, 18, 0.64, 52.5259499, 13.3143355, 63.1, 0.02720294, 126.0274, -0.064, 0, 1
GPS, 104498155, 0, 3, 221252200, 2252, 18, 0.64, 52.5259499, 13.3143355, 63.1, 0.009433982, 327.9946, -0.027, 0, 1
GPS, 104698189, 0, 3, 221252400, 2252, 18, 0.64, 52.5259499, 13.3143355, 63.1, 0.02617251, 186.582, -0.049, 0, 1
GPS, 104898163, 0, 3, 221252600, 2252, 18, 0.64, 52.5259499, 13.3143355, 63.09, 0.01788854, 63.43495, -0.06500001, 0, 1
GPS, 105098162, 0, 3, 221252800, 2252, 18, 0.64, 52.5259499, 13.3143355, 63.09, 0.02773085, 154.359, -0.008, 0, 1
GPS, 105298135, 0, 3, 221253000, 2252, 18, 0.64, 52.5259498, 13.3143355, 63.09, 0.02473863, 75.96375, -0.046, 0, 1
GPS, 105498225, 0, 3, 221253200, 2252, 18, 0.64, 52.5259498, 13.3143355, 63.1, 0.01640122, 217.5686, -0.017, 0, 1
GPS, 105677970, 0, 3, 221253400, 2252, 18, 0.64, 52.5259498, 13.3143355, 63.09, 0.01627882, 79.38034, -0.112, 0, 1
GPS, 105898230, 0, 3, 221253600, 2252, 18, 0.64, 52.5259498, 13.3143355, 63.09, 0.007615773, 293.1986, 0.029, 0, 1
GPS, 106098268, 0, 3, 221253800, 2252, 18, 0.64, 52.5259498, 13.3143355, 63.09, 0.02109502, 301.4296, 0.041, 0, 1
GPS, 106298160, 0, 3, 221254000, 2252, 18, 0.64, 52.5259497, 13.3143354, 63.08, 0.009055386, 83.65981, -0.039, 0, 1
GPS, 106498115, 0, 3, 221254200, 2252, 18, 0.64, 52.5259497, 13.3143354, 63.07, 0.01726268, 10.00798, -0.058, 0, 1
GPS, 106698166, 0, 3, 221254400, 2252, 18, 0.64, 52.5259497, 13.3143353, 63.07, 0.01414214, 278.1301, -0.044, 0, 1
GPS, 106898145, 0, 3, 221254600, 2252, 18, 0.64, 52.5259497, 13.3143353, 63.06, 0.01341641, 206.565, 0.021, 0, 1
GPS, 107077951, 0, 3, 221254800, 2252, 18, 0.64, 52.5259497, 13.3143353, 63.06, 0.02220361, 54.16235, -0.014, 0, 1
GPS, 107298160, 0, 3, 221255000, 2252, 18, 0.64, 52.5259496, 13.3143353, 63.05, 0.03104835, 194.9314, -0.01, 0, 1
GPS, 107498199, 0, 3, 221255200, 2252, 18, 0.64, 52.5259495, 13.3143352, 63.04, 0.03157531, 169.0459, -0.046, 0, 1
GPS, 107698207, 0, 3, 221255400, 2252, 18, 0.64, 52.5259495, 13.3143352, 63.05, 0.04326662, 33.69006, -0.067, 0, 1
GPS, 107898240, 0, 3, 221255600, 2252, 18, 0.64, 52.5259495, 13.3143353, 63.05, 0.085, 53.1301, -0.141, 0, 1
GPS, 108098149, 0, 3, 221255800, 2252, 18, 0.64, 52.5259496, 13.3143354, 63.05, 0.05920305, 74.32047, -0.223, 0, 1
GPS, 108318248, 0, 3, 221256000, 2252, 18, 0.64, 52.5259495, 13.3143355, 63.05, 0.04204759, 115.3462, -0.033, 0, 1
GPS, 108477969, 0, 3, 221256200, 2252, 18, 0.64, 52.5259494, 13.3143355, 63.04, 0.01216552, 350.5377, -0.07, 0, 1
GPS, 108698142, 0, 3, 221256400, 2252, 18, 0.64, 52.5259494, 13.3143354, 63.04, 0.01612452, 330.2551, -0.036, 0, 1
GPS, 108898169, 0, 3, 221256600, 2252, 18, 0.64, 52.5259494, 13.3143355, 63.05, 0.0462277, 128.8534, -0.007, 0, 1
GPS, 109098188, 0, 3, 221256800, 2252, 18, 0.64, 52.5259493, 13.3143355, 63.04, 0.02692582, 15.06849, -0.08000001, 0, 1
GPS, 109298135, 0, 3, 221257000, 2252, 18, 0.64, 52.5259494, 13.3143354, 63.04, 0.06942622, 318.5035, -0.056, 0, 1
GPS, 109498189, 0, 3, 221257200, 2252, 18, 0.64, 52.5259495, 13.3143353, 63.05, 0.06400781, 359.1048, -0.14, 0, 1
GPS, 109698271, 0, 3, 221257400, 2252, 18, 0.64, 52.5259495, 13.3143353, 63.06, 0.01941649, 55.49147, 0.041, 0, 1
GPS, 109877925, 0, 3, 221257600, 2252, 18, 0.64, 52.5259495, 13.3143353, 63.05, 0.03036445, 342.7585, -0.039, 0, 1
GPS, 110098165, 0, 3, 221257800, 2252, 18, 0.64, 52.5259495, 13.3143353, 63.03, 0.03498571, 30.96376, -0.057, 0, 1
GPS, 110298133, 0, 3, 221258000, 2252, 18, 0.64, 52.5259495, 13.3143352, 63.03, 0.03041381, 279.4623, 0.002, 0, 1
GPS, 110498161, 0, 3, 221258200, 2252, 18, 0.64, 52.5259495, 13.3143352, 63.03, 0.04701064, 51.91122, -0.14, 0, 1
GPS, 110698150, 0, 3, 221258400, 2252, 18, 0.64, 52.5259495, 13.3143353, 63.06, 0.034, 180, -0.004, 0, 1
GPS, 110898147, 0, 3, 221258600, 2252, 18, 0.64, 52.5259494, 13.3143352, 63.03, 0.01565248, 206.565, -0.151, 0, 1
GPS, 111098140, 0, 3, 221258800, 2252, 18, 0.64, 52.5259494, 13.3143352, 63.02, 0.0230868, 162.3499, -0.125, 0, 1
GPS, 111298167, 0, 3, 221259000, 2252, 18, 0.64, 52.5259493, 13.3143352, 63.01, 0.04780168, 74.21925, -0.061, 0, 1
GPS, 111498134, 0, 3, 221259200, 2252, 18, 0.64, 52.5259493, 13.3143353, 63, 0.0416173, 125.2176, -0.035, 0, 1
GPS, 111698145, 0, 3, 221259400, 2252, 18, 0.64, 52.5259492, 13.3143353, 62.99, 0.01802776, 176.8202, -0.035, 0, 1
GPS, 111898157, 0, 3, 221259600, 2252, 18, 0.64, 52.5259492, 13.3143353, 62.98, 0.03905125, 92.93567, -0.139, 0, 1
GPS, 112098155, 0, 3, 221259800, 2252, 18, 0.64, 52.5259491, 13.3143354, 62.99, 0.02842534, 219.2894, -0.045, 0, 1
GPS, 112298192, 0, 3, 221260000, 2252, 18, 0.64, 52.525949, 13.3143353, 62.98, 0.03228003, 163.8108, -0.021, 0, 1
GPS, 112477931, 0, 3, 221260200, 2252, 18, 0.64, 52.525949, 13.3143353, 62.97, 0.01029563, 60.94539, -0.108, 0, 1
GPS, 112698198, 0, 3, 221260400, 2252, 18, 0.64, 52.525949, 13.3143353, 62.96, 0.01838478, 202.3801, -0.019, 0, 1
GPS, 112898166, 0, 3, 221260600, 2252, 18, 0.64, 52.525949, 13.3143352, 62.94, 0.009848858, 336.0375, -0.052, 0, 1
GPS, 113098156, 0, 3, 221260800, 2252, 18, 0.64, 52.5259489, 13.3143352, 62.96, 0.01603122, 93.57632, 0.049, 0, 1
GPS, 113298218, 0, 3, 221261000, 2252, 18, 0.64, 52.5259489, 13.3143352, 62.95, 0.01140175, 232.125, -0.012, 0, 1
GPS, 113498156, 0, 3, 221261200, 2252, 18, 0.64, 52.5259489, 13.3143351, 62.92, 0.026, 337.3801, -0.016, 0, 1
GPS, 113698212, 0, 3, 221261400, 2252, 18, 0.64, 52.5259489, 13.3143351, 62.93, 0.0230868, 175.0303, -0.042, 0, 1
GPS, 113877925, 0, 3, 221261600, 2252, 18, 0.64, 52.5259488, 13.3143351, 62.93, 0.03067572, 340.9744, -0.109, 0, 1
GPS, 114098237, 0, 3, 221261800, 2252, 18, 0.64, 52.5259488, 13.3143351, 62.95, 0.01923539, 98.97262, 0.022, 0, 1
GPS, 114298116, 0, 3, 221262000, 2252, 18, 0.64, 52.5259487, 13.3143351, 62.94, 0.01984943, 49.08561, -0.014, 0, 1
GPS, 114498140, 0, 3, 221262200, 2252, 18, 0.64, 52.5259487, 13.3143351, 62.93, 0.005, 306.8699, -0.029, 0, 1
GPS, 114698138, 0, 3, 221262400, 2252, 18, 0.64, 52.5259487, 13.3143351, 62.94, 0.02126029, 41.18592, -0.023, 0, 1
GPS, 114898177, 0, 3, 221262600, 2252, 18, 0.64, 52.5259486, 13.3143352, 62.93, 0.0401995, 95.71059, -0.081, 0, 1
GPS, 115098263, 0, 3, 221262800, 2252, 18, 0.64, 52.5259486, 13.3143353, 62.95, 0.02163331, 56.30993, 0.028, 0, 1
GPS, 115277916, 0, 3, 221263000, 2252, 18, 0.64, 52.5259486, 13.3143353, 62.95, 0.01019804, 258.6901, -0.061, 0, 1
GPS, 115498166, 0, 3, 221263200, 2252, 18, 0.64, 52.5259485, 13.3143353, 62.97, 0.03420527, 307.875, 0.007, 0, 1
GPS, 115698174, 0, 3, 221263400, 2252, 18, 0.64, 52.5259485, 13.3143353, 62.97, 0.05458938, 61.55707, -0.102, 0, 1
GPS, 115898136, 0, 3, 221263600, 2252, 18, 0.64, 52.5259486, 13.3143353, 62.97, 0.01702939, 93.36646, -0.044, 0, 1
GPS, 116098150, 0, 3, 221263800, 2252, 18, 0.64, 52.5259486, 13.3143354, 62.99, 0.03001666, 1.909152, -0.002, 0, 1
GPS, 116298132, 0, 3, 221264000, 2252, 18, 0.64, 52.5259486, 13.3143353, 62.99, 0.05824947, 258.1114, 0.004, 0, 1
GPS, 116498184, 0, 3, 221264200, 2252, 18, 0.64, 52.5259487, 13.3143352, 63, 0.01552418, 194.9314, 0.03, 0, 1
GPS, 116677952, 0, 3, 221264400, 2252, 18, 0.64, 52.5259487, 13.3143352, 63.01, 0.03984972, 252.4744, 0.024, 0, 1
GPS, 116898257, 0, 3, 221264600, 2252, 18, 0.64, 52.5259487, 13.3143351, 63.02, 0.04252059, 311.1859, -0.063, 0, 1
GPS, 117098115, 0, 3, 221264800, 2252, 18, 0.64, 52.5259488, 13.3143351, 63.02, 0.03420526, 15.25512, -0.072, 0, 1
GPS, 117298145, 0, 3, 221265000, 2252, 18, 0.64, 52.5259489, 13.3143351, 63.03, 0.01612451, 60.25511, -0.023, 0, 1
GPS, 117498167, 0, 3, 221265200, 2252, 18, 0.64, 52.5259489, 13.3143352, 63.05, 0.03931921, 82.69424, -0.049, 0, 1
GPS, 117698129, 0, 3, 221265400, 2252, 18, 0.64, 52.5259489, 13.3143353, 63.06, 0.01140175, 127.875, 0.004, 0, 1
GPS, 117898124, 0, 3, 221265600, 2252, 18, 0.64, 52.5259489, 13.3143353, 63.05, 0.01421267, 219.2894, -0.08400001, 0, 1
GPS, 118098236, 0, 3, 221265800, 2252, 18, 0.64, 52.525949, 13.3143354, 63.06, 0.05907623, 92.91084, -0.014, 0, 1
GPS, 118298214, 0, 3, 221266000, 2252, 18, 0.64, 52.525949, 13.3143355, 63.07, 0.02376973, 67.75097, -0.064, 0, 1
GPS, 118498244, 0, 3, 221266200, 2252, 18, 0.64, 52.525949, 13.3143355, 63.07, 0.02816026, 96.11549, -0.011, 0, 1
GPS, 118698259, 0, 3, 221266400, 2252, 18, 0.64, 52.5259491, 13.3143355, 63.08, 0.01615549, 291.8014, 0.023, 0, 1
GPS, 118898132, 0, 3, 221266600, 2252, 18, 0.64, 52.5259491, 13.3143355, 63.07, 0.01555635, 45, -0.072, 0, 1
GPS, 119098160, 0, 3, 221266800, 2252, 18, 0.64, 52.5259491, 13.3143355, 63.08, 0.04318565, 222.1844, 0.027, 0, 1
GPS, 119298127, 0, 3, 221267000, 2252, 18, 0.64, 52.5259491, 13.3143354, 63.08, 0.01303841, 265.6013, -0.024, 0, 1
GPS, 119498145, 0, 3, 221267200, 2252, 18, 0.64, 52.5259492, 13.3143354, 63.08, 0.01697056, 45, -0.074, 0, 1
GPS, 119698199, 0, 3, 221267400, 2252, 18, 0.64, 52.5259492, 13.3143354, 63.1, 0.01431782, 167.9052, -0.044, 0, 1
GPS, 119898164, 0, 3, 221267600, 2252, 18, 0.64, 52.5259492, 13.3143354, 63.12, 0.001, 180, -0.067, 0, 1
GPS, 120098189, 0, 3, 221267800, 2252, 18, 0.64, 52.5259493, 13.3143354, 63.12, 0.02193171, 24.22774, -0.121, 0, 1
GPS, 120298203, 0, 3, 221268000, 2252, 18, 0.64, 52.5259493, 13.3143355, 63.13, 0.01788854, 116.565, -0.015, 0, 1
GPS, 120498107, 0, 3, 221268200, 2252, 18, 0.64, 52.5259494, 13.3143355, 63.14, 0.02701851, 357.8789, -0.054, 0, 1
GPS, 120677977, 0, 3, 221268400, 2252, 18, 0.64, 52.5259495, 13.3143355, 63.15, 0.02983287, 320.4403, -0.003, 0, 1
GPS, 120898111, 0, 3, 221268600, 2252, 18, 0.64, 52.5259495, 13.3143355, 63.15, 0.006708204, 153.435, -0.147, 0, 1
GPS, 121098138, 0, 3, 221268800, 2252, 18, 0.64, 52.5259496, 13.3143355, 63.15, 0.009055386, 353.6598, -0.01, 0, 1
GPS, 121298149, 0, 3, 221269000, 2252, 18, 0.64, 52.5259496, 13.3143355, 63.14, 0.02109502, 148.5704, -0.032, 0, 1
GPS, 121498157, 0, 3, 221269200, 2252, 18, 0.64, 52.5259496, 13.3143355, 63.14, 0.03679674, 227.2026, 0.019, 0, 1
GPS, 121698171, 0, 3, 221269400, 2252, 18, 0.64, 52.5259497, 13.3143354, 63.13, 0.03008322, 338.5523, -0.046, 0, 1
GPS, 121898158, 0, 3, 221269600, 2252, 18, 0.64, 52.5259497, 13.3143355, 63.14, 0.06296825, 46.93058, -0.08400001, 0, 1
GPS, 122077906, 0, 3, 221269800, 2252, 18, 0.64, 52.5259499, 13.3143356, 63.16, 0.07582217, 48.74298, -0.12, 0, 1
GPS, 122298244, 0, 3, 221270000, 2252, 18, 0.64, 52.5259499, 13.3143358, 63.17, 0.02973214, 109.6538, -0.129, 0, 1
GPS, 122498169, 0, 3, 221270200, 2252, 18, 0.64, 52.5259499, 13.3143358, 63.17, 0.03780212, 142.5238, -0.015, 0, 1
GPS, 122698162, 0, 3, 221270400, 2252, 18, 0.64, 52.5259499, 13.3143358, 63.16, 0.04356604, 301.866, -0.14, 0, 1
GPS, 122898162, 0, 3, 221270600, 2252, 18, 0.64, 52.52595, 13.3143358, 63.17, 0.009899495, 315, -0.124, 0, 1
GPS, 123098125, 0, 3, 221270800, 2252, 18, 0.64, 52.52595, 13.3143357, 63.18, 0.02080865, 215.2176, -0.06900001, 0, 1
GPS, 123298153, 0, 3, 221271000, 2252, 18, 0.64, 52.52595, 13.3143357, 63.17, 0.02692583, 148.6713, -0.09200001, 0, 1
GPS, 123477927, 0, 3, 221271200, 2252, 18, 0.64, 52.52595, 13.3143358, 63.18, 0.0286531, 29.24883, -0.09500001, 0, 1
GPS, 123698136, 0, 3, 221271400, 2252, 18, 0.64, 52.52595, 13.3143359, 63.21, 0.05308484, 93.23969, -0.041, 0, 1
GPS, 123898169, 0, 3, 221271600, 2252, 18, 0.64, 52.5259501, 13.3143359, 63.2, 0.03023243, 325.7843, -0.059, 0, 1
GPS, 124098224, 0, 3, 221271800, 2252, 18, 0.64, 52.5259501, 13.3143359, 63.2, 0.0150333, 266.1859, -0.001, 0, 1
GPS, 124298138, 0, 3, 221272000, 2252, 18, 0.64, 52.5259502, 13.3143358, 63.19, 0.02121321, 278.1301, -0.103, 0, 1
GPS, 124498200, 0, 3, 221272200, 2252, 18, 0.64, 52.5259502, 13.3143358, 63.21, 0.0311127, 315, -0.006, 0, 1
GPS, 124698150, 0, 3, 221272400, 2252, 18, 0.64, 52.5259502, 13.3143357, 63.19, 0.02863564, 204.7751, -0.125, 0, 1
GPS, 124898178, 0, 3, 221272600, 2252, 18, 0.64, 52.5259501, 13.3143357, 63.2, 0.03573514, 162.0721, -0.085, 0, 1
GPS, 125098166, 0, 3, 221272800, 2252, 18, 0.64, 52.5259501, 13.3143358, 63.2, 0.03046309, 156.8014, -0.06, 0, 1
GPS, 125298221, 0, 3, 221273000, 2252, 18, 0.64, 52.5259501, 13.3143358, 63.19, 0.04272002, 339.444, 0.011, 0, 1
GPS, 125498113, 0, 3, 221273200, 2252, 18, 0.64, 52.5259501, 13.3143358, 63.2, 0.04031129, 330.2551, 0.003, 0, 1
GPS, 125698167, 0, 3, 221273400, 2252, 18, 0.64, 52.5259502, 13.3143358, 63.19, 0.02729469, 28.44293, -0.075, 0, 1
GPS, 125898250, 0, 3, 221273600, 2252, 18, 0.64, 52.5259502, 13.3143358, 63.19, 0.01746425, 166.7595, -0.015, 0, 1
GPS, 126077958, 0, 3, 221273800, 2252, 18, 0.64, 52.5259502, 13.3143359, 63.17, 0.03733631, 82.30395, -0.102, 0, 1
GPS, 126318269, 0, 3, 221274000, 2252, 18, 0.64, 52.5259502, 13.3143359, 63.18, 0.006324556, 108.4349, -0.066, 0, 1
GPS, 126498332, 0, 3, 221274200, 2252, 18, 0.64, 52.5259501, 13.314336, 63.18, 0.03280244, 127.5686, -0.098, 0, 1
GPS, 126698207, 0, 3, 221274400, 2252, 18, 0.64, 52.5259501, 13.3143361, 63.19, 0.02284732, 66.80141, -0.066, 0, 1
GPS, 126898165, 0, 3, 221274600, 2252, 18, 0.64, 52.5259501, 13.3143361, 63.18, 0.01044031, 163.3008, -0.127, 0, 1
GPS, 127098133, 0, 3, 221274800, 2252, 18, 0.64, 52.5259501, 13.3143362, 63.19, 0.02202272, 50.52754, 0.028, 0, 1
GPS, 127298165, 0, 3, 221275000, 2252, 18, 0.64, 52.52595, 13.3143362, 63.17, 0.05020956, 224.1931, -0.01, 0, 1
GPS, 127477946, 0, 3, 221275200, 2252, 18, 0.64, 52.52595, 13.3143362, 63.16, 0.02701851, 51.009, -0.06, 0, 1
GPS, 127698258, 0, 3, 221275400, 2252, 18, 0.64, 52.52595, 13.3143362, 63.15, 0.06166036, 188.3929, -0.045, 0, 1
GPS, 127898153, 0, 3, 221275600, 2252, 18, 0.64, 52.5259499, 13.3143362, 63.15, 0.009219545, 77.47118, -0.002, 0, 1
GPS, 128098162, 0, 3, 221275800, 2252, 18, 0.64, 52.52595, 13.3143363, 63.15, 0.02941088, 35.31121, -0.116, 0, 1
GPS, 128298136, 0, 3, 221276000, 2252, 18, 0.64, 52.52595, 13.3143363, 63.14, 0.002236068, 243.435, 0.071, 0, 1
GPS, 128498143, 0, 3, 221276200, 2252, 18, 0.64, 52.52595, 13.3143364, 63.15, 0.03106445, 176.3086, 0.067, 0, 1
GPS, 128698141, 0, 3, 221276400, 2252, 18, 0.64, 52.5259499, 13.3143363, 63.13, 0.05024938, 211.1593, -0.09500001, 0, 1
GPS, 128877929, 0, 3, 221276600, 2252, 18, 0.64, 52.5259499, 13.3143363, 63.14, 0.01835756, 119.3577, -0.032, 0, 1
GPS, 129098165, 0, 3, 221276800, 2252, 18, 0.64, 52.5259499, 13.3143363, 63.13, 0.004472136, 206.565, -0.145, 0, 1
GPS, 129298197, 0, 3, 221277000, 2252, 18, 0.64, 52.5259499, 13.3143363, 63.14, 0.02416609, 245.5561, -0.086, 0, 1
GPS, 129498260, 0, 3, 221277200, 2252, 18, 0.64, 52.5259499, 13.3143362, 63.13, 0.01627882, 280.6197, 0.007, 0, 1
GPS, 129698154, 0, 3, 221277400, 2252, 18, 0.64, 52.52595, 13.3143362, 63.13, 0.05295281, 349.1145, -0.034, 0, 1
GPS, 129898129, 0, 3, 221277600, 2252, 18, 0.64, 52.52595, 13.3143361, 63.14, 0.03224903, 262.875, 0.027, 0, 1
GPS, 130098155, 0, 3, 221277800, 2252, 18, 0.64, 52.52595, 13.3143361, 63.13, 0.03828838, 220.7636, -0.017, 0, 1
GPS, 130277977, 0, 3, 221278000, 2252, 18, 0.64, 52.52595, 13.314336, 63.11, 0.03264965, 220.0303, -0.006, 0, 1
GPS, 130498133, 0, 3, 221278200, 2252, 18, 0.64, 52.52595, 13.314336, 63.1, 0.01431782, 204.7751, -0.096, 0, 1
GPS, 130698203, 0, 3, 221278400, 2252, 18, 0.64, 52.52595, 13.3143359, 63.1, 0.02647641, 259.1145, 0.041, 0, 1
GPS, 130898241, 0, 3, 221278600, 2252, 18, 0.64, 52.5259499, 13.3143359, 63.11, 0.013, 180, -0.079, 0, 1
GPS, 131098211, 0, 3, 221278800, 2252, 18, 0.64, 52.52595, 13.3143358, 63.11, 0.04712749, 287.2815, -0.047, 0, 1
GPS, 131298220, 0, 3, 221279000, 2252, 18, 0.64, 52.52595, 13.3143358, 63.11, 0.03269557, 336.5713, 0.022, 0, 1
GPS, 131498122, 0, 3, 221279200, 2252, 18, 0.64, 52.5259501, 13.3143357, 63.09, 0.02692583, 328.6713, -0.129, 0, 1
GPS, 131698160, 0, 3, 221279400, 2252, 18, 0.64, 52.5259501, 13.3143358, 63.09, 0.02828427, 45, -0.093, 0, 1
GPS, 131898120, 0, 3, 221279600, 2252, 18, 0.64, 52.5259502, 13.3143358, 63.09, 0.03748333, 43.91908, -0.032, 0, 1
GPS, 132098187, 0, 3, 221279800, 2252, 18, 0.64, 52.5259502, 13.3143359, 63.11, 0.01627882, 42.51044, -0.031, 0, 1
GPS, 132298164, 0, 3, 221280000, 2252, 18, 0.64, 52.5259503, 13.3143359, 63.1, 0.03689174, 302.8286, -0.08800001, 0, 1
GPS, 132498200, 0, 3, 221280200, 2252, 18, 0.64, 52.5259503, 13.3143358, 63.1, 0.008, 180, -0.154, 0, 1
GPS, 132698148, 0, 3, 221280400, 2252, 18, 0.64, 52.5259503, 13.3143358, 63.12, 0.04531005, 337.9638, 0.027, 0, 1
GPS, 132898181, 0, 3, 221280600, 2252, 18, 0.64, 52.5259504, 13.3143358, 63.12, 0.01923539, 8.972626, 0.004, 0, 1
GPS, 133098253, 0, 3, 221280800, 2252, 18, 0.64, 52.5259504, 13.3143357, 63.13, 0.03687818, 282.5288, -0.047, 0, 1
GPS, 133298142, 0, 3, 221281000, 2252, 18, 0.64, 52.5259505, 13.3143356, 63.13, 0.016, 0, -0.135, 0, 1
GPS, 133498131, 0, 3, 221281200, 2252, 18, 0.64, 52.5259505, 13.3143357, 63.15, 0.02385372, 123.0239, -0.094, 0, 1
GPS, 133698166, 0, 3, 221281400, 2252, 18, 0.64, 52.5259505, 13.3143357, 63.17, 0.05800001, 43.60281, -0.047, 0, 1
GPS, 133898159, 0, 3, 221281600, 2252, 18, 0.64, 52.5259505, 13.3143358, 63.17, 0.01843909, 310.6013, 0.041, 0, 1
GPS, 134098178, 0, 3, 221281800, 2252, 18, 0.64, 52.5259505, 13.3143357, 63.15, 0.007615773, 156.8014, -0.039, 0, 1
GPS, 134277962, 0, 3, 221282000, 2252, 18, 0.64, 52.5259505, 13.3143357, 63.15, 0.02692583, 211.3287, -0.09500001, 0, 1
GPS, 134498128, 0, 3, 221282200, 2252, 18, 0.64, 52.5259505, 13.3143357, 63.14, 0.02220361, 125.8376, -0.071, 0, 1
GPS, 134698181, 0, 3, 221282400, 2252, 18, 0.64, 52.5259505, 13.3143358, 63.14, 0.05470832, 71.89623, -0.039, 0, 1
GPS, 134898137, 0, 3, 221282600, 2252, 18, 0.64, 52.5259505, 13.3143358, 63.13, 0.0156205, 309.8056, -0.006, 0, 1
GPS, 135098217, 0, 3, 221282800, 2252, 18, 0.64, 52.5259505, 13.3143358, 63.13, 0.03780212, 307.4762, -0.033, 0, 1
GPS, 135298148, 0, 3, 221283000, 2252, 18, 0.64, 52.5259505, 13.3143357, 63.14, 0.02376973, 14.62087, -0.014, 0, 1
